content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
"[""we've"", 'tried before but it always packed and', ""doesn't"", 'take reservations",drinks,0,0,2,2,"[[0.13039373 0.28235367 0.17550169 0.0592018  0.01948324 0.02582132
  0.2174596  0.03164182 0.05339646 0.00283265 0.00191402]]","[[0.00003141 0.         0.00011453 0.00006567 0.00062054 0.00177188
  0.9939557  0.00230928 0.00112743 0.0000037  0.        ]]"
"[""we've"", 'tried before but it always packed and', ""doesn't"", 'take reservations",food,0,0,2,2,"[[0.0954158  0.21581806 0.15300395 0.0497038  0.01087558 0.01091042
  0.3409439  0.03667169 0.07532519 0.00577176 0.00555986]]","[[0.03309588 0.17065683 0.06629496 0.06077828 0.05651937 0.08306104
  0.00985781 0.23930226 0.24802501 0.02653835 0.00587019]]"
"[""we've"", 'tried before but it always packed and', ""doesn't"", 'take reservations",location,0,0,2,2,"[[0.00624259 0.0149186  0.05522836 0.0525169  0.02886195 0.07099874
  0.5869021  0.11145408 0.06584243 0.00448541 0.00254884]]","[[0.00012048 0.00034999 0.00008959 0.0000683  0.02897129 0.11831212
  0.00318103 0.5679349  0.21593598 0.05217844 0.01285796]]"
"[""we've"", 'tried before but it always packed and', ""doesn't"", 'take reservations",restaurant,1,0,0,2,"[[0.19841382 0.20192036 0.23234887 0.06427351 0.01288228 0.01430994
  0.22744319 0.016413   0.0294645  0.00110188 0.00142865]]","[[0.02292774 0.07026567 0.00084443 0.02347584 0.05367583 0.12197348
  0.4893387  0.11286557 0.07612986 0.0238268  0.00467605]]"
"[""we've"", 'tried before but it always packed and', ""doesn't"", 'take reservations",service,0,0,2,2,"[[0.07928581 0.17133601 0.17927593 0.03388789 0.0070929  0.06079497
  0.1740228  0.10994017 0.12372269 0.01996671 0.04067412]]","[[0.0410026  0.03959591 0.4159434  0.0189367  0.01638119 0.05420957
  0.08498261 0.13582665 0.16407344 0.01888401 0.01016399]]"
it was well worth the wait,ambience,0,0,2,2,[[0.03930933 0.0549715  0.21636024 0.03042301 0.4746479  0.184288  ]],[[0.00035247 0.00028763 0.00086345 0.00046812 0.99346393 0.00456446]]
it was well worth the wait,drinks,0,0,2,2,[[0.175421   0.26579577 0.20069683 0.05691576 0.20133428 0.09983636]],[[0.11672924 0.00002831 0.09357417 0.6811741  0.00883108 0.09966306]]
it was well worth the wait,food,0,0,2,2,[[0.14584702 0.20153166 0.09554767 0.03917607 0.3477107  0.17018689]],[[0.14512068 0.2334345  0.12389378 0.18142122 0.10164312 0.21448663]]
it was well worth the wait,location,0,0,2,2,[[0.04367951 0.14499773 0.18725471 0.03552185 0.48369077 0.10485544]],[[0.01193369 0.01296089 0.0102905  0.01183617 0.85582733 0.09715144]]
it was well worth the wait,restaurant,1,0,1,1,[[0.2572568  0.31293985 0.1353536  0.01613471 0.23473541 0.04357963]],[[0.09761816 0.12689379 0.14606419 0.17130972 0.20999266 0.24812153]]
it was well worth the wait,service,0,0,2,2,[[0.07207239 0.30938926 0.115703   0.01564279 0.21388377 0.2733088 ]],[[0.00183321 0.99332315 0.00050848 0.00027713 0.00270295 0.00135526]]
the wife had the risotto which was amazing,ambience,0,0,2,2,"[[0.00149894 0.00128755 0.00101591 0.0493536  0.4740203  0.20940164
  0.06645624 0.1969658 ]]","[[0.00000004 0.         0.         0.00000007 0.7125787  0.00524123
  0.00155123 0.28062868]]"
the wife had the risotto which was amazing,drinks,0,0,2,2,"[[0.00147048 0.00128261 0.00177465 0.00874333 0.983875   0.00211055
  0.00039646 0.00034695]]","[[0.00035085 0.09755868 0.84393656 0.05718936 0.         0.00000595
  0.0009575  0.00000115]]"
the wife had the risotto which was amazing,food,1,1,1,1,"[[0.00015133 0.00009076 0.0001822  0.00225907 0.996776   0.00026941
  0.0000943  0.00017691]]","[[0.00076824 0.00511501 0.03362732 0.08966611 0.00456649 0.2086736
  0.47089058 0.18669261]]"
the wife had the risotto which was amazing,location,0,0,2,2,"[[0.00384127 0.00294359 0.00498552 0.07560772 0.85386395 0.04142969
  0.01084301 0.00648524]]","[[0.00687241 0.00316176 0.00076145 0.00059196 0.00048532 0.06167354
  0.43031937 0.4961342 ]]"
the wife had the risotto which was amazing,restaurant,0,0,2,2,"[[0.00370929 0.00163061 0.00130629 0.02219693 0.9628922  0.00656193
  0.00096748 0.00073532]]","[[0.01961163 0.36334717 0.46493647 0.04856569 0.00000001 0.00249847
  0.09698711 0.00405328]]"
the wife had the risotto which was amazing,service,0,0,2,2,"[[0.02016285 0.07334647 0.06242975 0.1206542  0.6440373  0.03377559
  0.03531875 0.01027506]]","[[0.00106617 0.00021824 0.00001255 0.00000376 0.99866045 0.00000706
  0.00000323 0.00002854]]"
"it', ""doesn't"", 'look appetizing as', ""it's"", 'covered in squid ink and it turns your lips and teeth black but the taste was phenomenal",ambience,0,0,2,2,"[[0.00254198 0.02103601 0.00906884 0.6890274  0.0866061  0.03344277
  0.06800203 0.01331766 0.01855577 0.00544947 0.00382495 0.00107358
  0.00718601 0.00260096 0.00148436 0.001519   0.00140305 0.00031843
  0.00047948 0.00259325 0.02275035 0.00209823 0.0056203 ]]","[[0.00004185 0.00007704 0.00000325 0.9997985  0.00000643 0.00000576
  0.0000007  0.00000012 0.0000001  0.00000004 0.00002475 0.00000201
  0.00000023 0.00000492 0.00000019 0.00000342 0.0000002  0.00000007
  0.00000092 0.00000199 0.00000097 0.0000008  0.0000257 ]]"
"it', ""doesn't"", 'look appetizing as', ""it's"", 'covered in squid ink and it turns your lips and teeth black but the taste was phenomenal",drinks,0,0,2,2,"[[0.00556555 0.02456844 0.0019632  0.36080754 0.06022159 0.01209502
  0.00919508 0.00140421 0.12653574 0.03325287 0.00080913 0.00032773
  0.00238187 0.00115229 0.00826078 0.00165176 0.02779296 0.00507333
  0.0012114  0.00739283 0.28984416 0.00366364 0.01482888]]","[[0.00009898 0.00083224 0.16860503 0.         0.00026165 0.0001176
  0.04120896 0.00081174 0.00000647 0.00006122 0.00008058 0.00000288
  0.18268526 0.00059219 0.5978457  0.00067894 0.00001059 0.00345524
  0.00000353 0.00001431 0.00088061 0.00174539 0.0000009 ]]"
"it', ""doesn't"", 'look appetizing as', ""it's"", 'covered in squid ink and it turns your lips and teeth black but the taste was phenomenal",food,1,1,-1,1,"[[0.00048801 0.00385248 0.00057894 0.7517077  0.01151144 0.00339257
  0.01009124 0.00090135 0.15685554 0.00129006 0.00006293 0.00002628
  0.00017294 0.00003265 0.00017146 0.00013941 0.0120798  0.00070877
  0.00016841 0.00174889 0.03857027 0.00085061 0.00459827]]","[[0.00346733 0.00899973 0.0137189  0.00199242 0.04085366 0.04577857
  0.09520641 0.0314737  0.00848977 0.01135494 0.00432301 0.00047565
  0.00625046 0.00039709 0.0020044  0.00114429 0.00644707 0.00562435
  0.00127492 0.0936297  0.25901043 0.18422437 0.1738588 ]]"
"it', ""doesn't"", 'look appetizing as', ""it's"", 'covered in squid ink and it turns your lips and teeth black but the taste was phenomenal",location,0,0,2,2,"[[0.00052908 0.00488424 0.00255616 0.4585233  0.10268907 0.02740424
  0.06191594 0.01138567 0.16523802 0.03922906 0.00768694 0.00222159
  0.02144863 0.00602546 0.0062608  0.00294501 0.02688127 0.0028855
  0.00170165 0.00930455 0.03305469 0.00227437 0.00295474]]","[[0.00035814 0.00118075 0.00868252 0.00000774 0.00343282 0.0030946
  0.02201354 0.00147042 0.00003206 0.00016645 0.0033041  0.00112868
  0.03502918 0.1994334  0.6069231  0.10157891 0.00033601 0.01137769
  0.00025523 0.00000308 0.00001938 0.000145   0.00002711]]"
"it', ""doesn't"", 'look appetizing as', ""it's"", 'covered in squid ink and it turns your lips and teeth black but the taste was phenomenal",restaurant,0,0,2,2,"[[0.0028912  0.01840274 0.00174375 0.7975478  0.07779307 0.01459465
  0.01719459 0.00144815 0.05404335 0.00338668 0.00013756 0.0000356
  0.00043125 0.00009816 0.00012453 0.00004869 0.00111313 0.00013299
  0.00004043 0.00052769 0.0074084  0.00017674 0.00067888]]","[[0.02608826 0.0794279  0.1341985  0.00001747 0.09229549 0.10686123
  0.54009837 0.00959033 0.00009737 0.00030824 0.01058274 0.00001916
  0.00021937 0.00003618 0.00005421 0.0000236  0.00000577 0.00001336
  0.00001017 0.00000607 0.0000124  0.00002229 0.00001156]]"
"it', ""doesn't"", 'look appetizing as', ""it's"", 'covered in squid ink and it turns your lips and teeth black but the taste was phenomenal",service,0,0,2,2,"[[0.01671973 0.0619489  0.005925   0.4849992  0.18707657 0.0358781
  0.02795197 0.00181533 0.07084054 0.01009589 0.00213547 0.0005934
  0.0099378  0.00487747 0.00270593 0.00110397 0.02897583 0.00100223
  0.0006923  0.00397709 0.01452697 0.00987106 0.01634927]]","[[0.0021451  0.00691036 0.00027384 0.9770492  0.00528354 0.00574264
  0.0014329  0.00008144 0.0000671  0.00003052 0.00084771 0.00001933
  0.00000387 0.00005665 0.00000405 0.00002324 0.00000781 0.00000292
  0.00000278 0.00000024 0.00000017 0.00000045 0.00001414]]"
the farro salad and the mashed yukon potatoes were also extremely tasty,ambience,0,0,2,2,"[[0.00012112 0.0002549  0.00481019 0.00497308 0.01152463 0.02402451
  0.00266472 0.01949211 0.00458706 0.00787922 0.06338166 0.85628676]]","[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.00318341 0.9968166 ]]"
the farro salad and the mashed yukon potatoes were also extremely tasty,drinks,0,0,2,2,"[[0.00057811 0.00853075 0.25934336 0.00400924 0.00760326 0.46523365
  0.0101029  0.19543545 0.00151894 0.00052419 0.00033031 0.04678984]]","[[0.00000212 0.00000375 0.5463107  0.00002893 0.00006125 0.
  0.00004766 0.45349702 0.00004836 0.00000001 0.         0.00000011]]"
the farro salad and the mashed yukon potatoes were also extremely tasty,food,1,1,1,1,"[[0.00027627 0.00725836 0.277243   0.00124991 0.00470991 0.46272227
  0.00404404 0.1894723  0.00020032 0.00011283 0.00025166 0.05245914]]","[[0.00148852 0.00085075 0.01993552 0.00458298 0.00575205 0.00015437
  0.00496501 0.02350229 0.18230131 0.02941488 0.19275653 0.5342958 ]]"
the farro salad and the mashed yukon potatoes were also extremely tasty,location,0,0,2,2,"[[0.00029333 0.00108116 0.05670545 0.01278776 0.02862445 0.18307903
  0.02614805 0.32393667 0.0275617  0.01707874 0.02403378 0.29866987]]","[[0.00015673 0.0000257  0.02139053 0.00121721 0.0041158  0.00330578
  0.00071386 0.00000116 0.05727833 0.00066079 0.2102847  0.7008494 ]]"
the farro salad and the mashed yukon potatoes were also extremely tasty,restaurant,0,0,2,2,"[[0.00053081 0.00327675 0.13991687 0.0060337  0.01806192 0.28756592
  0.01014369 0.23075409 0.00388906 0.00211004 0.00414289 0.29357427]]","[[0.00126509 0.00047471 0.89901495 0.00514108 0.00074013 0.00066485
  0.00021644 0.07702582 0.01533264 0.00001997 0.00010423 0.        ]]"
the farro salad and the mashed yukon potatoes were also extremely tasty,service,0,0,2,2,"[[0.00339604 0.00374668 0.05090572 0.01173959 0.02349185 0.18482445
  0.03796783 0.24969834 0.03999363 0.02741143 0.047576   0.31924844]]","[[0.00002906 0.00001096 0.00004864 0.00006926 0.00570554 0.04193803
  0.0236788  0.01607008 0.00203408 0.00280012 0.04827368 0.8593417 ]]"
i love margherita pizza _ i looove east village pizza,ambience,0,0,2,2,"[[0.00061554 0.00920552 0.15126888 0.21361583 0.0547405  0.00649691
  0.0201012  0.01273473 0.13903591 0.39218497]]","[[0.         0.         0.00000003 0.         0.00000029 0.00000014
  0.00000028 0.00012027 0.0000628  0.99981636]]"
i love margherita pizza _ i looove east village pizza,drinks,0,0,2,2,"[[0.00057006 0.00191669 0.7732024  0.17073822 0.00756967 0.00011406
  0.00016468 0.00011853 0.00035204 0.04525365]]","[[0.00000004 0.00015508 0.         0.9998449  0.         0.
  0.         0.         0.         0.        ]]"
i love margherita pizza _ i looove east village pizza,food,1,1,1,1,"[[0.00034952 0.00061553 0.18938568 0.725275   0.00070504 0.0000102
  0.00001971 0.00002175 0.00007816 0.08353944]]","[[0.00001155 0.00033327 0.99609995 0.00355489 0.00000003 0.
  0.         0.00000001 0.00000002 0.00000032]]"
i love margherita pizza _ i looove east village pizza,location,0,0,2,2,"[[0.00013679 0.00103429 0.13901767 0.6155171  0.06734314 0.0028178
  0.00398806 0.00401161 0.01258134 0.15355222]]","[[0.00002619 0.00023125 0.0082479  0.03677744 0.00161819 0.00030647
  0.00659464 0.4695652  0.4674328  0.00919996]]"
i love margherita pizza _ i looove east village pizza,restaurant,1,0,1,2,"[[0.00072368 0.00160837 0.33681163 0.58237565 0.01743767 0.00007868
  0.00011919 0.00011466 0.00073983 0.05999062]]","[[0.00000912 0.0017059  0.99819946 0.00000022 0.00000899 0.00000043
  0.00001219 0.00000569 0.00002438 0.0000335 ]]"
i love margherita pizza _ i looove east village pizza,service,0,0,2,2,"[[0.00198535 0.00128627 0.288351   0.29504186 0.12714644 0.00214243
  0.00068595 0.00097034 0.01437216 0.2680182 ]]","[[0.0000001  0.00000079 0.00819955 0.9917989  0.00000063 0.00000003
  0.00000003 0.00000005 0.00000003 0.00000002]]"
love this place every time we are in the city this is one of the places we always go,ambience,0,0,2,2,"[[0.23174904 0.04431359 0.38595822 0.10476562 0.04000001 0.00982585
  0.01003116 0.01944271 0.04349913 0.06094944 0.00682536 0.00703983
  0.00243941 0.00750292 0.00996111 0.01063068 0.00160377 0.00228537
  0.00117677]]","[[0.00068655 0.00330568 0.9954464  0.00017516 0.00005129 0.00001364
  0.00000732 0.00001321 0.0001474  0.00004393 0.00003347 0.00001153
  0.00000684 0.00000541 0.00003175 0.00000348 0.00000609 0.00000868
  0.00000212]]"
love this place every time we are in the city this is one of the places we always go,drinks,0,0,2,2,"[[0.19311562 0.05000394 0.10108041 0.07978469 0.05261956 0.0548651
  0.06325526 0.02899951 0.12474877 0.02277752 0.00971109 0.01592669
  0.0382044  0.07891762 0.0457826  0.00771059 0.0084532  0.01043709
  0.01360635]]","[[0.00000006 0.00017211 0.00263413 0.0310644  0.7109243  0.0121519
  0.20481747 0.02150129 0.0005572  0.00375025 0.00016418 0.00263794
  0.00660707 0.00256989 0.00005114 0.00039077 0.0000003  0.0000003
  0.00000529]]"
love this place every time we are in the city this is one of the places we always go,food,0,0,2,2,"[[0.35098928 0.03917864 0.04540846 0.01853937 0.00968193 0.01311332
  0.0563709  0.06128631 0.24985933 0.02861884 0.01030087 0.00934369
  0.00955399 0.02962968 0.02544676 0.00634561 0.00336177 0.00835747
  0.02461377]]","[[0.32369357 0.02213792 0.02480636 0.00953905 0.01562134 0.01456123
  0.02567213 0.06970093 0.23673908 0.19177084 0.00636014 0.00810575
  0.00802351 0.00999949 0.01640324 0.00812687 0.00160711 0.00331082
  0.00382074]]"
love this place every time we are in the city this is one of the places we always go,location,0,0,2,2,"[[0.03559816 0.01127467 0.0654835  0.03363017 0.02883141 0.02422052
  0.07240625 0.14045484 0.43229648 0.11049499 0.007477   0.0074063
  0.00487285 0.01343471 0.01005834 0.00141871 0.00029362 0.00026374
  0.00008372]]","[[0.04633367 0.03210572 0.04915388 0.02262002 0.02613918 0.00368463
  0.01385153 0.09007925 0.09406202 0.6107124  0.00456592 0.00372695
  0.00176611 0.00061053 0.00048521 0.00008644 0.00000574 0.0000062
  0.00000464]]"
love this place every time we are in the city this is one of the places we always go,restaurant,1,1,1,1,"[[0.7477917  0.0736431  0.09861903 0.0203223  0.00733498 0.00377397
  0.0064646  0.0064326  0.02405105 0.00571901 0.00070283 0.00084068
  0.00052869 0.00176915 0.00125321 0.00022618 0.00010222 0.00018683
  0.00023784]]","[[0.31630248 0.19181386 0.22150074 0.03973611 0.03263745 0.00635987
  0.00885804 0.01253565 0.04874472 0.02995999 0.00980282 0.00869631
  0.0110579  0.01258194 0.02490394 0.0122331  0.00388163 0.00457051
  0.00382302]]"
love this place every time we are in the city this is one of the places we always go,service,0,0,2,2,"[[0.12591806 0.01669859 0.04967095 0.05297671 0.05803873 0.03802423
  0.03205283 0.01074917 0.05103168 0.01675465 0.00272541 0.00723713
  0.01366565 0.04141209 0.07801408 0.02251283 0.0909895  0.20816211
  0.08336561]]","[[0.00001236 0.00004412 0.00002159 0.00003805 0.00000409 0.00000351
  0.00000043 0.00000018 0.00000112 0.00000023 0.00000006 0.00000002
  0.00000002 0.00000004 0.00000076 0.00000006 0.00000238 0.99987066
  0.00000035]]"
a quintessential slice of nyc pizza,ambience,0,0,2,2,[[0.00284139 0.2585038  0.6464601  0.05988557 0.00790989 0.02439925]],[[0.00014695 0.00126309 0.99858946 0.00000042 0.00000005 0.00000002]]
a quintessential slice of nyc pizza,drinks,0,0,2,2,[[0.00277436 0.05080452 0.9204372  0.01098116 0.00056529 0.01443744]],[[0.13302994 0.86631334 0.00000034 0.00065532 0.00000003 0.00000101]]
a quintessential slice of nyc pizza,food,1,1,0,1,[[0.00071381 0.01325376 0.9293966  0.00300516 0.00016164 0.05346901]],[[0.17100155 0.49177277 0.03739423 0.24889544 0.00553468 0.04540136]]
a quintessential slice of nyc pizza,location,0,0,2,2,[[0.00425387 0.0790092  0.8622741  0.03047456 0.00179031 0.02219796]],[[0.2659018  0.7032671  0.03075062 0.00008042 0.00000004 0.0000001 ]]
a quintessential slice of nyc pizza,restaurant,0,0,2,2,[[0.00329046 0.06806109 0.9129626  0.0083395  0.0002134  0.00713293]],[[0.21355061 0.7842439  0.00000628 0.00218818 0.00000084 0.00001018]]
a quintessential slice of nyc pizza,service,0,0,2,2,[[0.0124073  0.03530728 0.8346274  0.02654739 0.0071206  0.08399002]],[[0.00004618 0.00009262 0.9998603  0.00000043 0.00000019 0.00000014]]
the crust has a great bite and a good chew the sauce is light with a nice acidity to it the salt from the cheese is great really heightens the flavor of all the other components,ambience,0,0,2,2,"[[0.01373262 0.46648633 0.03233925 0.02495906 0.03931827 0.06779638
  0.05246278 0.01310846 0.00372607 0.01978533 0.02081851 0.04555416
  0.01432016 0.06846526 0.01044044 0.00194517 0.00323964 0.00324127
  0.00020864 0.00006136 0.00017519 0.0002801  0.00006505 0.00024834
  0.00105156 0.00057022 0.00077873 0.00081984 0.04194307 0.00540855
  0.03927241 0.00372845 0.00070684 0.00112856 0.00051879 0.00129515]]","[[0.00003005 0.9999622  0.00000007 0.00000133 0.00000243 0.00000004
  0.00000122 0.00000003 0.00000001 0.         0.         0.
  0.00000001 0.00000013 0.00000016 0.00000028 0.00000099 0.00000002
  0.         0.         0.         0.         0.         0.
  0.         0.         0.00000001 0.00000009 0.         0.00000009
  0.         0.00000002 0.00000018 0.00000036 0.00000032 0.00000004]]"
the crust has a great bite and a good chew the sauce is light with a nice acidity to it the salt from the cheese is great really heightens the flavor of all the other components,drinks,0,0,2,2,"[[0.00246924 0.16752236 0.00100895 0.00013724 0.00006436 0.00145231
  0.00010427 0.00004011 0.00003742 0.00153992 0.00109457 0.47185948
  0.00033322 0.00046941 0.00004453 0.00001584 0.00000907 0.00192723
  0.00001815 0.00001612 0.00018661 0.01346785 0.00016049 0.00032849
  0.0462591  0.00008955 0.00005789 0.00007108 0.0006997  0.00178805
  0.2846309  0.00175286 0.00009844 0.00008669 0.00003778 0.00012072]]","[[0.00036068 0.01362056 0.26274812 0.0000134  0.0000152  0.02209191
  0.0000211  0.00012239 0.00015856 0.03124885 0.23068646 0.
  0.36027163 0.00307589 0.00041677 0.00005272 0.00009299 0.02698504
  0.00000502 0.00000003 0.00000864 0.01070259 0.0046729  0.00012548
  0.01158816 0.00079049 0.00000072 0.00000064 0.00099528 0.00064686
  0.01847264 0.00000831 0.         0.         0.         0.        ]]"
