content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
"she', ""doesn't"", 'make  you  feel  welcome  and  treats  you  like  an  annoyance",location,0,0,2,2,"0.13918379 0.08981031 0.03722731 0.09331981 0.07314254 0.13815904
  0.02080489 0.18208475 0.02962027 0.0173357  0.02721529 0.15209632]]","0.1285908  0.10820367 0.06490382 0.04625479 0.29061365 0.09601843
  0.07580231 0.00999972 0.08084503 0.05686327 0.02199614 0.01990824]]"
"she', ""doesn't"", 'make  you  feel  welcome  and  treats  you  like  an  annoyance",restaurant,0,0,2,2,"0.25853312 0.34907645 0.03080949 0.03773697 0.02033252 0.04697839
  0.00745609 0.2320936  0.00978142 0.00151252 0.00244079 0.00324865]]","0.49738413 0.13232067 0.1014772  0.04493248 0.05705368 0.09872516
  0.04572232 0.00683271 0.00759014 0.00422023 0.00246626 0.00127512]]"
"she', ""doesn't"", 'make  you  feel  welcome  and  treats  you  like  an  annoyance",service,1,1,-1,-1,"0.3718823  0.02472742 0.00706706 0.02154863 0.02216585 0.04741351
  0.00297789 0.19408648 0.01953114 0.0086234  0.0261692  0.25380713]]","0.12806596 0.16046067 0.03586473 0.01028953 0.02099539 0.0176078
  0.01636529 0.03349252 0.07724084 0.18323666 0.19665585 0.11972468]]"
but  she  is  very  friendly  with  certain  people  making  it  even  more  annoying,ambience,0,0,2,2,"0.024061   0.41204038 0.04621132 0.05996693 0.36892298 0.02680814
  0.02241757 0.01341563 0.00812408 0.00625243 0.00324118 0.00347269
  0.00506566]]","0.11214726 0.1223741  0.11093942 0.19135346 0.20877287 0.05420878
  0.03449144 0.02749562 0.02966641 0.03619981 0.01949502 0.02712522
  0.02573065]]"
but  she  is  very  friendly  with  certain  people  making  it  even  more  annoying,drinks,0,0,2,2,"0.07526594 0.6508366  0.07561573 0.02585568 0.05459072 0.00542017
  0.01011743 0.01596104 0.018231   0.03707766 0.01774803 0.00987936
  0.00340062]]","0.00277695 0.00000053 0.20628704 0.295212   0.4829701  0.0071152
  0.00071863 0.00191968 0.00208476 0.00012613 0.00008357 0.00014974
  0.00055569]]"
but  she  is  very  friendly  with  certain  people  making  it  even  more  annoying,food,0,0,2,2,"0.09949891 0.84137964 0.04422595 0.00601188 0.00641064 0.00033034
  0.00039189 0.00022559 0.00040123 0.00061329 0.00023486 0.00018817
  0.0000876 ]]","0.326092   0.13425484 0.259858   0.0925573  0.17002398 0.01410804
  0.00122719 0.00075077 0.00042735 0.00030355 0.00016404 0.00009204
  0.00014088]]"
but  she  is  very  friendly  with  certain  people  making  it  even  more  annoying,location,0,0,2,2,"0.02837697 0.15560865 0.03866189 0.018061   0.43566972 0.01014907
  0.02974591 0.05970582 0.04216614 0.03580756 0.02115822 0.04168951
  0.08319952]]","0.06663042 0.06524753 0.08168001 0.31613925 0.28771052 0.03073134
  0.04633109 0.03928598 0.02337839 0.01368348 0.00709142 0.01005557
  0.01203494]]"
but  she  is  very  friendly  with  certain  people  making  it  even  more  annoying,restaurant,0,0,2,2,"0.03005034 0.26104328 0.0684583  0.01702567 0.53163975 0.01602799
  0.01849045 0.00992379 0.01592738 0.01935972 0.0064995  0.00313099
  0.00242286]]","0.09705094 0.07153109 0.1571406  0.38793647 0.13375203 0.0623781
  0.01648289 0.01943498 0.01652255 0.01259705 0.00696066 0.00744551
  0.01076711]]"
but  she  is  very  friendly  with  certain  people  making  it  even  more  annoying,service,1,1,-1,1,"0.01668122 0.74895114 0.01726978 0.00884515 0.18885429 0.00081941
  0.00073282 0.00226918 0.0026429  0.00203072 0.00159023 0.00121504
  0.00809814]]","0.0447757  0.42196518 0.12060478 0.22364192 0.11351471 0.02142722
  0.0134898  0.01066358 0.01219382 0.0075262  0.00301913 0.00370758
  0.00347035]]"
management  should  really  take  notice  and  train  their  waitstaff  and  teach  them  some  proper  manners,ambience,0,0,2,2,"0.05944127 0.02341318 0.05418584 0.02767624 0.09698095 0.10222885
  0.0573449  0.01437706 0.53156435 0.01105926 0.00470987 0.00188154
  0.0010698  0.00478439 0.00928251]]","0.05293866 0.02884912 0.04982857 0.09248783 0.09767906 0.16423544
  0.06840077 0.2987299  0.04652426 0.06889581 0.01114905 0.00774273
  0.00390899 0.00478748 0.00384234]]"
management  should  really  take  notice  and  train  their  waitstaff  and  teach  them  some  proper  manners,drinks,0,0,2,2,"0.2834087  0.15599036 0.12185016 0.07142238 0.04511848 0.01888569
  0.03393747 0.01105013 0.13632344 0.00572121 0.01174968 0.00746963
  0.00502972 0.03710878 0.05493419]]","0.00000004 0.0026336  0.01786377 0.34587532 0.01723643 0.0167615
  0.22092174 0.07037332 0.30248994 0.00282809 0.00234193 0.00020672
  0.0000366  0.00003838 0.00039261]]"
management  should  really  take  notice  and  train  their  waitstaff  and  teach  them  some  proper  manners,food,0,0,2,2,"0.8036645  0.06885488 0.02852815 0.01263986 0.00739599 0.00240754
  0.01241373 0.00098468 0.02093303 0.00173038 0.00265345 0.00102362
  0.00069505 0.00925337 0.02682178]]","0.0352774  0.05991166 0.06706011 0.15666002 0.03871027 0.03822006
  0.10004912 0.17808308 0.16486368 0.04489727 0.02514987 0.00835242
  0.01714887 0.04286116 0.0227551 ]]"
management  should  really  take  notice  and  train  their  waitstaff  and  teach  them  some  proper  manners,location,0,0,2,2,"0.08858302 0.006185   0.00445395 0.00873306 0.03399036 0.00895156
  0.12065203 0.00958849 0.64398795 0.00381037 0.00178055 0.00159936
  0.00090549 0.00973013 0.05704865]]","0.01712669 0.00337399 0.00214028 0.00889044 0.00593066 0.00701912
  0.03238363 0.71654266 0.13029943 0.03953817 0.00719786 0.00175675
  0.0065732  0.01808485 0.00314228]]"
management  should  really  take  notice  and  train  their  waitstaff  and  teach  them  some  proper  manners,restaurant,0,0,2,2,"0.42423946 0.12045266 0.0443948  0.04634043 0.05489893 0.00615053
  0.017577   0.00185891 0.27456355 0.00171487 0.00029966 0.00031282
  0.00017259 0.00155574 0.00546805]]","0.12264346 0.12630779 0.10473436 0.14729093 0.1027587  0.05003678
  0.020883   0.20057906 0.1036029  0.01090846 0.00101749 0.00029287
  0.00247527 0.00562221 0.00084676]]"
management  should  really  take  notice  and  train  their  waitstaff  and  teach  them  some  proper  manners,service,1,1,-1,-1,"0.07306141 0.00136012 0.00145025 0.00202361 0.01337667 0.0018217
  0.03156344 0.00202726 0.78819144 0.0004726  0.00061673 0.00071546
  0.00040556 0.00952383 0.07338991]]","0.01386047 0.00017753 0.00011306 0.00108861 0.00098954 0.0005425
  0.00642045 0.44979164 0.5061526  0.0084281  0.00142564 0.00015235
  0.00211073 0.00824872 0.00049814]]"
"many  people  talk  about  the  great  pizza  and  poor  service  so  it', ""can't"", 'just  be  the  rantings  of  a  few  dissatisfied  customers",ambience,0,0,2,2,"0.00895189 0.04223735 0.14852983 0.01656658 0.02676299 0.16520585
  0.02878022 0.06045019 0.02846904 0.07244753 0.1150311  0.0629817
  0.11692664 0.0149564  0.00227024 0.00881183 0.05356963 0.00361407
  0.00203805 0.00165542 0.01788101 0.00186245]]","0.03479323 0.03801236 0.01830783 0.00541493 0.01350491 0.05599612
  0.00653285 0.00432234 0.00057889 0.00045199 0.00359108 0.05089781
  0.02653712 0.01880609 0.05479822 0.52002746 0.13036688 0.01271689
  0.00221634 0.00058695 0.00046539 0.00107434]]"
"many  people  talk  about  the  great  pizza  and  poor  service  so  it', ""can't"", 'just  be  the  rantings  of  a  few  dissatisfied  customers",drinks,0,0,2,2,"0.00266522 0.0068944  0.01968797 0.00206667 0.00586268 0.06222479
  0.0943853  0.03068076 0.04834811 0.13291928 0.11187875 0.1593531
  0.07737964 0.03066532 0.00817812 0.01708487 0.12292432 0.0122335
  0.00733965 0.00744358 0.02852156 0.0112624 ]]","0.00023567 0.00115109 0.00202603 0.01707575 0.06179737 0.46961322
  0.3013015  0.03308477 0.00367026 0.01809807 0.00258309 0.00003864
  0.0218794  0.00119411 0.04420241 0.01116927 0.00675163 0.00258124
  0.00009197 0.0003278  0.00057103 0.00055566]]"
"many  people  talk  about  the  great  pizza  and  poor  service  so  it', ""can't"", 'just  be  the  rantings  of  a  few  dissatisfied  customers",food,1,1,1,1,"0.00024304 0.00039226 0.00088241 0.00031616 0.00103989 0.00833606
  0.96307456 0.00342158 0.00718756 0.00779229 0.00484153 0.00159441
  0.00036848 0.00007076 0.00002397 0.00005338 0.0000452  0.00003303
  0.00001874 0.00002182 0.00020913 0.00003374]]","0.00005946 0.00007385 0.00012047 0.00876229 0.21367781 0.7589644
  0.00380876 0.01415256 0.00000313 0.00037279 0.00000031 0.00000398
  0.00000025 0.00000003 0.00000004 0.00000003 0.         0.
  0.         0.         0.00000001 0.        ]]"
"many  people  talk  about  the  great  pizza  and  poor  service  so  it', ""can't"", 'just  be  the  rantings  of  a  few  dissatisfied  customers",location,0,0,2,2,"0.0011515  0.00378617 0.00599754 0.00197622 0.00440395 0.01008969
  0.10470869 0.00647518 0.01855613 0.63313234 0.0360612  0.02240192
  0.03622048 0.00579503 0.00069556 0.0044593  0.00854476 0.00269666
  0.00160257 0.00236406 0.05448648 0.0343946 ]]","0.00701072 0.0048719  0.00218728 0.00668718 0.19413976 0.2622088
  0.0446482  0.06386337 0.03245578 0.26129496 0.00140092 0.01283294
  0.00297199 0.00174716 0.00358103 0.02616248 0.00477898 0.01629039
  0.00161148 0.00414772 0.03676388 0.00834308]]"
"many  people  talk  about  the  great  pizza  and  poor  service  so  it', ""can't"", 'just  be  the  rantings  of  a  few  dissatisfied  customers",restaurant,0,0,2,2,"0.00083139 0.00164366 0.00431995 0.0008378  0.00190022 0.01060929
  0.21532139 0.0088789  0.01119684 0.24265204 0.10381826 0.08681086
  0.26378042 0.01952923 0.0021125  0.0049635  0.0088651  0.00141605
  0.00088528 0.00065151 0.00578178 0.00319401]]","0.00072295 0.0004113  0.00018915 0.00086254 0.00815948 0.01225249
  0.00195166 0.00316339 0.00403985 0.0063826  0.01864551 0.59753937
  0.0740388  0.0293151  0.15160905 0.03967757 0.01621313 0.01342978
  0.00065404 0.00188188 0.0144694  0.00439098]]"
"many  people  talk  about  the  great  pizza  and  poor  service  so  it', ""can't"", 'just  be  the  rantings  of  a  few  dissatisfied  customers",service,1,1,-1,-1,"0.00001948 0.00013131 0.00097898 0.00011659 0.0001572  0.00086109
  0.01627097 0.00143673 0.00950345 0.96297085 0.00187605 0.0003327
  0.00018457 0.00006756 0.0000194  0.00014454 0.00043291 0.0002099
  0.00010609 0.00005774 0.00299892 0.00112298]]","0.00007615 0.00005085 0.0000262  0.00008872 0.0002046  0.00026024
  0.00040225 0.00217581 0.03700188 0.959487   0.00001093 0.00000829
  0.00000094 0.00000089 0.00000088 0.00002327 0.00000165 0.00004149
  0.00000209 0.0000034  0.00012218 0.00001014]]"
"[""it's"", 'a  great  little  place  with  tons  of  potential  to  be  a  neighborhood  joint  if  the  service', ""weren't"", 'so  impersonal  and  corporate-like",ambience,0,1,2,2,"0.00207922 0.00327726 0.05850414 0.16085379 0.35414255 0.07374657
  0.0257989  0.00480567 0.00738409 0.00331928 0.00027952 0.00018381
  0.00125986 0.00294564 0.00149261 0.00081446 0.00180167 0.00824257
  0.00454059 0.01835158 0.00757136 0.25860485]]","0.09590599 0.05951814 0.32120907 0.31326336 0.0076547  0.12654078
  0.01282289 0.00383028 0.0020401  0.00009845 0.00164564 0.00005995
  0.00025858 0.00003571 0.00073498 0.00003397 0.00003243 0.00004443
  0.00133782 0.01209724 0.01012393 0.03071154]]"
"[""it's"", 'a  great  little  place  with  tons  of  potential  to  be  a  neighborhood  joint  if  the  service', ""weren't"", 'so  impersonal  and  corporate-like",drinks,0,0,2,2,"0.00104763 0.00151246 0.01121543 0.00760092 0.00886763 0.00194415
  0.00460927 0.00482651 0.00912064 0.00740329 0.00413778 0.00430582
  0.00486452 0.06003383 0.17350946 0.04143392 0.15518798 0.22728005
  0.14479472 0.07226506 0.01020294 0.043836  ]]","0.00060733 0.00077997 0.02313921 0.00901498 0.00603288 0.00272032
  0.00045198 0.00020188 0.0000912  0.00008431 0.00687383 0.00958056
  0.06110809 0.01591275 0.15912762 0.0931903  0.4192874  0.00003929
  0.08351804 0.07711747 0.019754   0.01136659]]"
"[""it's"", 'a  great  little  place  with  tons  of  potential  to  be  a  neighborhood  joint  if  the  service', ""weren't"", 'so  impersonal  and  corporate-like",food,0,0,2,2,"0.10608838 0.03773983 0.14874816 0.03453142 0.06535711 0.00471131
  0.01241783 0.01190292 0.01662145 0.00992948 0.00601085 0.00366826
  0.00340807 0.12834078 0.03393644 0.0147731  0.04968027 0.14350814
  0.06009424 0.04250681 0.0070448  0.05898036]]","0.3322919  0.1353831  0.00094395 0.22265272 0.1635729  0.07336252
  0.00782333 0.00149664 0.00039224 0.00017469 0.0158961  0.00679558
  0.02675231 0.00582399 0.00455106 0.00034778 0.00047569 0.00065315
  0.00022589 0.00012118 0.00008839 0.00017484]]"
"[""it's"", 'a  great  little  place  with  tons  of  potential  to  be  a  neighborhood  joint  if  the  service', ""weren't"", 'so  impersonal  and  corporate-like",location,0,0,2,2,"0.00083183 0.00041799 0.00204983 0.00201626 0.01140758 0.00103856
  0.00118153 0.00161077 0.00511896 0.00553382 0.00080568 0.00128363
  0.3219308  0.0107725  0.00860363 0.0087196  0.290595   0.0828326
  0.01591964 0.06416713 0.00343338 0.15972927]]","0.04719678 0.02720817 0.06854254 0.03563989 0.01291204 0.02048967
  0.00952164 0.01184121 0.01670728 0.00599124 0.02308248 0.01958272
  0.12817211 0.05725797 0.08153381 0.06863127 0.04810603 0.09263092
  0.027712   0.03452246 0.02971397 0.13300377]]"
"[""it's"", 'a  great  little  place  with  tons  of  potential  to  be  a  neighborhood  joint  if  the  service', ""weren't"", 'so  impersonal  and  corporate-like",restaurant,1,0,1,2,"0.01208374 0.00449223 0.02181205 0.01704514 0.0620811  0.00404241
  0.00545195 0.00246211 0.005415   0.00296475 0.00083158 0.00091558
  0.01682295 0.01822518 0.01599446 0.00577733 0.12935129 0.34321097
  0.05749261 0.09406603 0.00595416 0.17350738]]","0.4534822  0.05772088 0.12266079 0.05629008 0.04739594 0.01248867
  0.00095557 0.00055856 0.00035881 0.00008031 0.00178347 0.00079992
  0.00583052 0.00080764 0.03824813 0.00432174 0.01030345 0.00929862
  0.02410548 0.04167066 0.02156939 0.08926935]]"
"[""it's"", 'a  great  little  place  with  tons  of  potential  to  be  a  neighborhood  joint  if  the  service', ""weren't"", 'so  impersonal  and  corporate-like",service,1,1,-1,-1,"0.00000219 0.00000191 0.00000457 0.00000407 0.00000806 0.00000238
  0.00000246 0.00000874 0.00001217 0.00002496 0.00001166 0.00002811
  0.00010988 0.00038265 0.00056942 0.00101911 0.9550829  0.00845902
  0.00288961 0.02162211 0.0003261  0.00942796]]","0.0000004  0.00000022 0.00000013 0.00000016 0.00000001 0.00000013
  0.00000037 0.00000027 0.00000077 0.00000007 0.00000009 0.00000355
  0.00001546 0.00000013 0.00194701 0.22285174 0.09113265 0.6014917
  0.02575317 0.00779658 0.00881151 0.04019392]]"
great  breakfast,ambience,0,0,2,2,0.20905623 0.79094374]],0.6950664  0.30493367]]
great  breakfast,drinks,0,0,2,2,0.26156294 0.73843706]],0.94341475 0.05658521]]
great  breakfast,food,1,1,1,1,0.11666191 0.8833381 ]],0.7950875  0.20491251]]
great  breakfast,location,0,0,2,2,0.11724636 0.8827536 ]],0.8860989  0.11390115]]
great  breakfast,restaurant,0,0,2,2,0.01845999 0.98154   ]],0.5955013  0.40449873]]
great  breakfast,service,0,0,2,2,0.07866475 0.9213352 ]],0.88563293 0.11436705]]
this  place  is  famous  for  their  breakfast,ambience,0,0,2,2,"0.12639265 0.60032326 0.08836525 0.05397885 0.02590975 0.02261927
  0.08241098]]","0.24305455 0.00134875 0.6948236  0.04777836 0.00752395 0.00250964
  0.00296107]]"
this  place  is  famous  for  their  breakfast,drinks,0,0,2,2,"0.26055548 0.37111607 0.08696759 0.06226983 0.0520466  0.0232491
  0.14379534]]","0.01712134 0.         0.91707844 0.05139908 0.01291595 0.00009563
  0.0013894 ]]"
this  place  is  famous  for  their  breakfast,food,1,0,1,2,"0.46143165 0.26545113 0.01674304 0.02741345 0.00723475 0.00187793
  0.21984804]]","0.000002   0.12319314 0.7394937  0.08608292 0.04745643 0.00123365
  0.00253828]]"
this  place  is  famous  for  their  breakfast,location,0,0,2,2,"0.09143487 0.37562907 0.03523064 0.08366568 0.01212588 0.02108248
  0.3808314 ]]","0.03811492 0.04438604 0.33923808 0.08169071 0.30788237 0.18452205
  0.00416583]]"
this  place  is  famous  for  their  breakfast,restaurant,0,0,2,1,"0.01707117 0.19413258 0.02897997 0.04793498 0.00973179 0.00416891
  0.6979806 ]]","0.06603152 0.09740879 0.29188216 0.05228741 0.15907829 0.2519419
  0.08136997]]"
this  place  is  famous  for  their  breakfast,service,0,0,2,2,"0.02438258 0.08078464 0.00802004 0.01014621 0.00654978 0.01578646
  0.8543303 ]]","0.00347344 0.002885   0.01378917 0.01615664 0.3323735  0.6247701
  0.00655209]]"
they  have  been  featured  on  the  food  network  and  they  deserve  it,ambience,0,0,2,2,"0.12724653 0.04987378 0.015076   0.03296867 0.02204782 0.03130449
  0.04527212 0.02360286 0.09518974 0.09944496 0.3319969  0.12597616]]","0.03993421 0.02426535 0.01311692 0.09665015 0.0984858  0.14148867
  0.0453025  0.39802516 0.0934131  0.03341275 0.00200415 0.0139012 ]]"
they  have  been  featured  on  the  food  network  and  they  deserve  it,drinks,0,0,2,2,"0.03333495 0.02451637 0.00769224 0.00555765 0.00793246 0.01068675
  0.06446705 0.0666244  0.01592936 0.06250288 0.5693856  0.13137032]]","0.01794415 0.02017718 0.03139542 0.12553239 0.10088826 0.05469207
  0.04400713 0.25691447 0.0999245  0.11915027 0.00167936 0.1276947 ]]"
they  have  been  featured  on  the  food  network  and  they  deserve  it,food,0,1,2,1,"0.01234853 0.00827688 0.00971031 0.01641837 0.00740669 0.00443889
  0.9145225  0.00538625 0.00093354 0.00266423 0.01479934 0.00309445]]","0.17163074 0.17958264 0.33701763 0.04987868 0.03418905 0.00536374
  0.12781033 0.02969331 0.05075103 0.0022747  0.00974435 0.00206372]]"
they  have  been  featured  on  the  food  network  and  they  deserve  it,location,0,0,2,2,"0.04105907 0.01323876 0.00585337 0.01965347 0.01529598 0.02461433
  0.13737367 0.38568398 0.03497393 0.0609993  0.1422789  0.11897526]]","0.06050091 0.02149125 0.01083979 0.04140321 0.08074997 0.21906757
  0.32388335 0.04692329 0.11783997 0.03503013 0.03046464 0.01180589]]"
they  have  been  featured  on  the  food  network  and  they  deserve  it,restaurant,1,0,1,2,"0.09650911 0.03511741 0.01570877 0.0356805  0.01878972 0.01105667
  0.30341205 0.08976726 0.02704324 0.05957097 0.18294775 0.12439653]]","0.17834957 0.06021247 0.04464361 0.03387919 0.00981708 0.01038503
  0.46206015 0.01737653 0.03202391 0.04644265 0.03860392 0.06620587]]"
they  have  been  featured  on  the  food  network  and  they  deserve  it,service,0,1,2,1,"0.00401089 0.00325931 0.0048723  0.00416092 0.00220487 0.00418983
  0.04638607 0.2837699  0.0102756  0.03998701 0.5380987  0.0587846 ]]","0.01630528 0.01066771 0.01718077 0.02225698 0.10129245 0.13409276
  0.37399557 0.14742497 0.04318164 0.06389219 0.04241208 0.02729759]]"
